NZL,New Zealand,NZL002,Stuff,stuff.co.nz,Digital-Native/Aggregator,Private (Sinead Boucher),Centre/Centre-Left,Generally Reliable,National Mass Audience,en,2000,2024-10-15,Local Media Analysis,"Largest news website, formerly Fairfax NZ",Pro-Business,"Mainstream, Progressive",Anti-Corruption,Neutral,Mainstream,,
NZL,New Zealand,NZL003,New Zealand Herald,nzherald.co.nz,Newspaper-Legacy,Corporate (NZME),Centre-Right,Generally Reliable,"Urban, Professional",en,1863,2024-10-15,Reuters Institute 2023,"Largest circulation newspaper, Auckland-focused",Pro-Business,"Conservative, Elitist",Pro-National (usually),Pro-Western,Broadsheet,,
NZL,New Zealand,NZL004,TVNZ News,1news.co.nz,State Broadcaster (Commercial),State-Owned (Commercial),Politically Neutral/Variable,Generally Reliable,National Mass Audience,en,1960,2024-10-15,Local Media Analysis,"Public broadcaster but commercial, most-watched TV news",Centrist,"Mainstream, Bicultural",Neutral,Pro-Western,Mainstream,,
NZL,New Zealand,NZL005,Newsroom,newsroom.co.nz,Digital-Native,Independent/Private,Centre-Left/Progressive,High,"Urban, Professional",en,2017,2024-10-15,Local Media Analysis,"Quality journalism, founded after mass layoffs at legacy media",Social-Democrat,"Progressive, Investigative",Anti-Corruption,Neutral,Investigative,,
NZL,New Zealand,NZL006,The Spinoff,thespinoff.co.nz,Digital-Native,Independent/Private,Left/Progressive,Generally Reliable,"Youth, Urban Progressives",en,2014,2024-10-15,Local Media Analysis,"Pop culture, politics, youth-focused, progressive",Social-Democrat,"Socially Liberal, Youth-Culture",Progressive,Neutral,Youth-Focused,,
NZL,New Zealand,NZL007,Otago Daily Times,odt.co.nz,Newspaper-Legacy,Private (Allied Press),Centre-Right/Conservative,Generally Reliable,"South Island, Regional",en,1861,2024-10-15,Local Media Analysis,"Oldest daily newspaper, South Island focused, conservative",Pro-Business,"Conservative, Regional",Pro-National,Traditionalist,Regional,,
NZL,New Zealand,NZL008,Māori Television,maoritelevision.com,Indigenous Broadcaster,Public/Indigenous,Māori Perspective,Generally Reliable,"Māori, Indigenous Focus","mi, en",2004,2024-10-15,Local Media Analysis,"Indigenous broadcaster, promotes Māori language/culture",Indigenous Focus,"Māori-Cultural, Bicultural",Pro-Māori Rights,Indigenous Solidarity,Cultural,,
NZL,New Zealand,NZL009,Newshub (formerly),newshub.co.nz (archive),TV-Legacy (Defunct 2023),Corporate (Warner Bros. Discovery),Centre/Centre-Left,Generally Reliable,National Mass Audience,en,2016,2024-10-15,Note,"Ceased operations July 2023, major media closure",Centrist,Mainstream,Neutral,Pro-Western,(Defunct),,
NZL,New Zealand,NZL010,BusinessDesk,businessdesk.co.nz,Digital-Native (Subscription),Private/Independent,Business Focus,High,"Business, Investor Elite",en,2008,2024-10-15,Local Media Analysis,Subscription business news service,"Pro-Business, Free-Market","Professional, Elite",Economic Focus,Pro-Trade,Analytical,,
FIJI (FJI) - 10 Outlets,,,,,,,,,,,,,,,,,,,,,
country_id,country_name,outlet_id,outlet_name,primary_domain,format,ownership_type,political_alignment,factual_reliability,primary_audience,language_primary,established_year,last_updated,verified_by,notes,tags_economic,tags_sociocultural,tags_governance,tags_foreign,tags_other,,
FJI,Fiji,FJI001,Fiji Times,fijitimes.com,Newspaper-Legacy,Publicly Listed (Motibhai Group),Opposition-Leaning,Generally Reliable,National Multiethnic,"en, fj",1869,2024-10-15,RSF Report,"Oldest newspaper, often critical of government, faced censorship",Pro-Business,"Multiethnic, Liberal","Pro-Democracy, Critical of Government",Pro-Western,Broadsheet,,
FJI,Fiji,FJI002,FBC News (Fiji Broadcasting Corporation),fbcnews.com.fj,State Broadcaster,State-Owned,Pro-Government,Mixed,National Mass Audience,"en, fj, hi",1935,2024-10-15,RSF Report,"Public broadcaster, government mouthpiece",State-Controlled,Multiethnic (Official),Pro-Government,Pro-Fiji First,State Propaganda,,
FJI,Fiji,FJI003,The Fiji Sun,fijisun.com.fj,Newspaper-Legacy,Private (C.J. Patel Group),Pro-Government,Mixed,National Mass Audience,en,1999,2024-10-15,Local Media Analysis,"Pro-government daily, owned by business group close to regime",Pro-Business,Multiethnic (Pro-Govt),Pro-Government,Pro-Fiji First,Mainstream,,
FJI,Fiji,FJI004,Islands Business,islandsbusiness.com,Magazine (Monthly/Digital),Private/Regional,Investigative/Regional,Generally Reliable,"Regional, Business Elite",en,1976,2024-10-15,Local Media Analysis,"Regional Pacific magazine, known for Fiji investigations",Pro-Business,Pacific Regional,"Investigative, Anti-Corruption",Pro-Pacific Unity,Investigative,,
FJI,Fiji,FJI005,Mai TV,maitv.com.fj,TV-Legacy (Digital),Private/Commercial,Pro-Government (Cautious),Mixed,"Urban, Youth","en, fj",1994,2024-10-15,Local Media Analysis,"Private TV station, generally avoids political controversy",Commercial,"Youth-Focused, Entertainment",Apolitical,Neutral,Entertainment Focus,,
FJI,Fiji,FJI006,Fiji Village,fijivillage.com,Digital-Native,Private/Independent,Opposition-Leaning,Generally Reliable,"Urban, Digital Audience","en, fj",2000,2024-10-15,Local Media Analysis,"Popular news website, often breaks opposition stories",Reformist,"Multiethnic, Critical",Anti-Corruption,Neutral,Digital-First,,
FJI,Fiji,FJI007,The Jet,thejetnewspaper.com,Newspaper-Legacy (Weekly),Private/Independent,Opposition/Investigative,Generally Reliable,"Urban, Educated",en,2018,2024-10-15,Local Media Analysis,"Weekly investigative paper, critical of government",Investigative,"Reformist, Critical","Anti-Corruption, Pro-Democracy",Neutral,Investigative,,
FJI,Fiji,FJI008,Radio Fiji One,fijione.com,Radio-Legacy,State-Owned,Pro-Government,Mixed,National Mass Audience,"fj, en, hi",1954,2024-10-15,Local Media Analysis,"Main state radio station, government-controlled",State-Controlled,Multiethnic (Official),Pro-Government,Pro-Fiji First,State Media,,
FJI,Fiji,FJI009,Nai Lalakai (Fiji Times vernacular),(No standalone site),Newspaper-Legacy,Same as Fiji Times,Opposition-Leaning,Generally Reliable,Indigenous Fijian,fj,1962,2024-10-15,Local Media Analysis,"Fijian-language weekly, part of Fiji Times group",Pro-Business,Indigenous Fijian-Focused,Critical of Government,Neutral,Vernacular,,
FJI,Fiji,FJI010,The Sunday News (Fiji Times),(No standalone site),Newspaper-Legacy (Weekly),Same as Fiji Times,Opposition-Leaning,Generally Reliable,National Mass Audience,"en, fj",1975,2024-10-15,Local Media Analysis,"Sunday edition of Fiji Times, larger circulation",Pro-Business,Multiethnic,Pro-Democracy,Pro-Western,Broadsheet,,
KIRIBATI (KIR)- 10 Outlets,,,,,,,,,,,,,,,,,,,,,
country_id,country_name,outlet_id,outlet_name,primary_domain,format,ownership_type,political_alignment,factual_reliability,primary_audience,language_primary,established_year,last_updated,verified_by,notes,tags_economic,tags_sociocultural,tags_governance,tags_foreign,tags_other,,
KIR,Kiribati,KIR001,Radio Kiribati,(No website - broadcast only),Radio-Legacy,State-Owned,Pro-Government,Mixed,National Mass Audience,"gil, en",1954,2024-10-15,Pacific Media Watch,"Only radio station, government-controlled, limited news",State-Controlled,I-Kiribati Cultural,Pro-Government,Pro-China (recent shift),State Propaganda,,
KIR,Kiribati,KIR002,Te Uekera (government newspaper),(Print only),Newspaper-Legacy (Weekly),State-Owned,Pro-Government,Low,"Government, Urban Centers","gil, en",1970s,2024-10-15,Pacific Media Watch,"Government gazette/newspaper, official announcements",State-Controlled,"Nationalist, Traditional",Pro-Government,Pro-China,Official Bulletin,,
KIR,Kiribati,KIR003,Kiribati Independent,(Facebook page/social media),Digital-Native/Social Media,Independent/Activist,Opposition/Critical,Mixed,"Youth, Activists, Diaspora","en, gil",2010s,2024-10-15,Pacific Media Watch,"Facebook-based news/criticism, operates with difficulty",Reformist,"Critical, Youth-Focused","Anti-Government, Pro-Democracy",Pro-Western (traditionally),"Activist, Social Media",,
KIR,Kiribati,KIR004,Pasifika Environews,pasifika.news/kiribati,Regional Digital,Regional/Environmental,Environmental Focus,Generally Reliable,"Regional, Environmentalists",en,2010s,2024-10-15,Pacific Media Watch,"Regional environmental news, covers Kiribati climate issues",Environmental Focus,Climate Justice Focus,Environmental Advocacy,Pro-Pacific Unity,Specialized,,
KIR,Kiribati,KIR005,Facebook News Groups,(Various),Social Media Groups,Community-Driven,Variable,Mixed,"Community, Local","gil, en",N/A,2024-10-15,Note,Community Facebook groups serve as local news sources,Community-Based,"Local, Informal",Variable,Variable,Community Forum,,
KIR,Kiribati,KIR006,Radio Australia Pacific,abc.net.au/radio-australia,Foreign Broadcaster,Foreign Public Broadcaster,Neutral/Regional,High,"National, English-Speaking",en,1939,2024-10-15,Pacific Media Watch,"ABC service, important alternative source",Neutral,"Regional, Professional",Pro-Democracy,Pro-Western,Foreign Service,,
KIR,Kiribati,KIR007,PACNEWS (Pacific News Service),pacificnews.org,Regional Wire Service,Regional/Intergovernmental,Neutral/Regional,High,"Media, Government",en,1990s,2024-10-15,Pacific Media Watch,Pacific Islands News Association service,Neutral,"Regional, Professional",Neutral,Pro-Pacific Unity,Wire Service,,
KIR,Kiribati,KIR008,Kiribati Updates,(Social media aggregator),Digital-Aggregator,Independent,Variable,Mixed,"Diaspora, Youth",en,2010s,2024-10-15,Note,Social media accounts aggregating Kiribati news,Aggregator,Diaspora-Focused,Variable,Variable,Aggregator,,
KIR,Kiribati,KIR009,Government of Kiribati Website,government.gov.ki,Government Website,State-Owned,Official Government,Factual (Official),"Government, International","en, gil",2000s,2024-10-15,Note,Official government information source,State-Controlled,Official,Pro-Government,Pro-China,Official Source,,
KIR,Kiribati,KIR010,The Kiribati Climate,(Climate blogs/websites),Specialized Digital,NGO/Academic,Environmental,High,"International, Researchers",en,Various,2024-10-15,Note,Climate change focused sites/blogs about Kiribati,Environmental Focus,Climate Justice,Environmental Advocacy,Global Focus,Specialized,,
NAURU (NRU) - 10 Outlets,,,,,,,,,,,,,,,,,,,,,
country_id,country_name,outlet_id,outlet_name,primary_domain,format,ownership_type,political_alignment,factual_reliability,primary_audience,language_primary,established_year,last_updated,verified_by,notes,tags_economic,tags_sociocultural,tags_governance,tags_foreign,tags_other,,
NRU,Nauru,NRU001,Nauru Television (NTV),(Broadcast only),TV-Legacy,State-Owned,Pro-Government,Low,National Mass Audience,"na, en",1990s,2024-10-15,Pacific Media Watch,"Only TV station, government-controlled",State-Controlled,Nauruan Cultural,Pro-Government,Pro-China (strong),State Propaganda,,
NRU,Nauru,NRU002,Nauru Bulletin,(Print/PDF only),Government Newspaper,State-Owned,Official Government,Low,"Government, Public Service","en, na",1960s,2024-10-15,Pacific Media Watch,"Government newspaper, official announcements",State-Controlled,"Official, Traditional",Pro-Government,Pro-China,Official Bulletin,,
NRU,Nauru,NRU003,Radio Nauru,(Broadcast only),Radio-Legacy,State-Owned,Pro-Government,Mixed,National Mass Audience,"na, en",1968,2024-10-15,Pacific Media Watch,"Only radio station, government mouthpiece",State-Controlled,Nauruan-Focused,Pro-Government,Pro-China,State Media,,
NRU,Nauru,NRU004,Nauru Government Media,nauru.gov.nr/media,Government Website,State-Owned,Official Government,Factual (Official),"International, Government",en,2000s,2024-10-15,Note,Official government media releases,State-Controlled,Official,Pro-Government,Pro-China,Official Source,,
NRU,Nauru,NRU005,Facebook News Groups (Nauru),(Various),Social Media Groups,Community-Driven,Variable/Critical,Mixed,"Diaspora, Youth","na, en",N/A,2024-10-15,Pacific Media Watch,Facebook groups for news sharing/discussion,Community-Based,Diaspora-Focused,Variable,Variable,Community Forum,,
NRU,Nauru,NRU006,ABC Pacific (Nauru coverage),abc.net.au/pacific,Foreign Broadcaster,Foreign Public Broadcaster,Neutral/Regional,High,"English-Speaking, Regional",en,1939,2024-10-15,Pacific Media Watch,"ABC's Pacific service, important independent source",Neutral,"Regional, Professional",Pro-Democracy,Pro-Western,Foreign Service,,
NRU,Nauru,NRU007,RNZ Pacific (Nauru coverage),rnz.co.nz/international/pacific,Foreign Broadcaster,Foreign Public Broadcaster,Neutral/Regional,High,"English-Speaking, Regional",en,1940s,2024-10-15,Pacific Media Watch,"Radio NZ Pacific service, quality reporting",Neutral,"Regional, Professional",Pro-Democracy,Pro-Western,Foreign Service,,
NRU,Nauru,NRU008,Loop Nauru,loopnauru.com,Regional Digital,Regional/Private,Regional Coverage,Generally Reliable,"Regional, Youth",en,2010s,2024-10-15,Pacific Media Watch,"Part of Loop Pacific network, covers Nauru news",Regional Focus,"Youth-Focused, Digital",Neutral,Pro-Pacific,Regional Digital,,
NRU,Nauru,NRU009,The Guardian Australia (Nauru coverage),theguardian.com/au,Foreign Newspaper,Foreign/Independent,Investigative/Critical,High,"International, Activists",en,1821,2024-10-15,Note,Covers Nauru immigration detention center extensively,Investigative,"Critical, Human Rights",Anti-Detention Center,Pro-Human Rights,Investigative,,
NRU,Nauru,NRU010,PACNEWS (Pacific News Service),pacificnews.org,Regional Wire Service,Regional/Intergovernmental,Neutral/Regional,High,"Media, Government",en,1990s,2024-10-15,Pacific Media Watch,Pacific Islands News Association service,Neutral,"Regional, Professional",Neutral,Pro-Pacific Unity,Wire Service,,
PAPUA NEW GUINEA (PNG) - 10 Outlets,,,,,,,,,,,,,,,,,,,,,
country_id,country_name,outlet_id,outlet_name,primary_domain,format,ownership_type,political_alignment,factual_reliability,primary_audience,language_primary,established_year,last_updated,verified_by,notes,tags_economic,tags_sociocultural,tags_governance,tags_foreign,tags_other,,
PNG,Papua New Guinea,PNG001,Post-Courier,postcourier.com.pg,Newspaper-Legacy,Corporate (News Corp - 63%),Politically Variable,Generally Reliable,"Urban, Educated","en, tok",1969,2024-10-15,Pacific Media Watch,"Largest circulation daily, News Corp majority stake",Pro-Business,"Mainstream, National","Investigative, Critical",Pro-Australia,Broadsheet,,
PNG,Papua New Guinea,PNG002,The National,thenational.com.pg,Newspaper-Legacy,State-Linked (PNG govt stake),Pro-Government (Generally),Mixed,"Urban, Business",en,1993,2024-10-15,Pacific Media Watch,"Second largest daily, government-influenced",Pro-Business,"Mainstream, Elite",Pro-Government (usually),Pro-China (increasingly),Broadsheet,,
PNG,Papua New Guinea,PNG003,EMTV (National Television),emtv.com.pg,TV-Legacy,Corporate (Media Niugini),Politically Neutral/Variable,Generally Reliable,National Mass Audience,"en, tok, pidgin",1987,2024-10-15,Pacific Media Watch,"Only national TV network, private but balanced",Pro-Business,"National, Multiethnic",Neutral,Neutral,Mainstream,,
PNG,Papua New Guinea,PNG004,NBC (National Broadcasting Corporation),nbc.gov.pg,State Broadcaster,State-Owned,Pro-Government,Mixed,"Rural, National","en, tok, local langs",1975,2024-10-15,Pacific Media Watch,"Public broadcaster, government mouthpiece",State-Controlled,"National, Traditional",Pro-Government,Pro-Government line,State Media,,
PNG,Papua New Guinea,PNG005,Loop PNG,looppng.com,Digital-Native,Private/Regional,Youth/Digital Focus,Generally Reliable,"Youth, Urban Digital",en,2015,2024-10-15,Pacific Media Watch,"Part of Loop Pacific network, youth-focused",Youth-Focused,"Digital, Urban",Neutral,Pro-Pacific,Digital-First,,
PNG,Papua New Guinea,PNG006,PNG Insight,pnginsight.com,Digital-Native/Blog,Private/Independent,Analytical/Expert,Generally Reliable,"Policy, Business Elite",en,2014,2024-10-15,Pacific Media Watch,"Policy analysis, business focus, influential blog","Pro-Business, Analytical","Elite, Expert",Reformist,Neutral,Analytical Blog,,
PNG,Papua New Guinea,PNG007,Tavur News (New Britain),(Facebook/social media),Community/Social Media,Community-Driven,Local/Regional,Mixed,New Britain Region,"tok, en",N/A,2024-10-15,Note,Facebook-based news for New Britain region,Community-Based,"Regional, Local",Variable,Local Focus,Community Forum,,
PNG,Papua New Guinea,PNG008,Wantok Niuspepa,(Print only),Newspaper-Legacy (Weekly),Private/Church-Linked,Tok Pisin Language,Mixed,"Rural, Tok Pisin Speakers",tok,1970s,2024-10-15,Pacific Media Watch,"Tok Pisin weekly, church-linked, rural focus",Christian-Influenced,"Tok Pisin, Rural",Moral/Christian Focus,Neutral,Vernacular,,
PNG,Papua New Guinea,PNG009,The Sunday Bulletin,(Part of Post-Courier),Newspaper-Legacy (Weekly),Same as Post-Courier,Politically Variable,Generally Reliable,"National, Sunday","en, tok",1970s,2024-10-15,Pacific Media Watch,Sunday edition of Post-Courier,Pro-Business,Mainstream,Investigative,Neutral,Broadsheet,,
PNG,Papua New Guinea,PNG010,Kundu 2 (Radio Station),kundu2.com,Radio-Legacy (Digital),Private/Commercial,Entertainment/News Mix,Mixed,"Youth, Urban","en, tok",2000s,2024-10-15,Pacific Media Watch,"Popular commercial radio, some news content",Commercial,"Youth, Entertainment",Apolitical,Neutral,Entertainment Focus,,
SAMOA (WSM) - 10 Outlets,,,,,,,,,,,,,,,,,,,,,
country_id,country_name,outlet_id,outlet_name,primary_domain,format,ownership_type,political_alignment,factual_reliability,primary_audience,language_primary,established_year,last_updated,verified_by,notes,tags_economic,tags_sociocultural,tags_governance,tags_foreign,tags_other,,
WSM,Samoa,WSM001,Samoa Observer,samoobserver.ws,Newspaper-Legacy,Family-Owned (Savea family),Opposition/Critical,Generally Reliable,"National, Urban","en, sm",1978,2024-10-15,Pacific Media Watch,"Largest newspaper, often critical of government",Pro-Business,"Samoan, Christian","Anti-Corruption, Pro-Democracy",Pro-Western,Broadsheet,,
WSM,Samoa,WSM002,Samoa Global News,samoaglobalnews.com,Digital-Native,Private/Independent,Opposition-Leaning,Generally Reliable,"Diaspora, Digital","en, sm",2013,2024-10-15,Pacific Media Watch,"Popular news website, often breaks opposition stories",Reformist,"Samoan, Diaspora-Focused",Critical of Government,Neutral,Digital-First,,
WSM,Samoa,WSM003,TV1 Samoa,tv1samoa.ws,TV-Legacy,State-Owned,Pro-Government,Mixed,National Mass Audience,"sm, en",2008,2024-10-15,Pacific Media Watch,"Public television, government-controlled",State-Controlled,Samoan Cultural,Pro-Government,Pro-China (increasingly),State Media,,
WSM,Samoa,WSM004,Talanei (newspaper),(Print/social media),Newspaper-Legacy,Government-Linked,Pro-Government,Low,"Government, Rural",sm,2018,2024-10-15,Pacific Media Watch,"Government newspaper, pro-HRPP/Fa'atuatua i le Atua",State-Controlled,"Samoan, Traditional",Pro-Government,Pro-China,Propaganda,,
WSM,Samoa,WSM005,Radio 2AP (state radio),(Broadcast only),Radio-Legacy,State-Owned,Pro-Government,Mixed,National Mass Audience,"sm, en",1948,2024-10-15,Pacific Media Watch,"National radio station, government mouthpiece",State-Controlled,"Samoan, Official",Pro-Government,Pro-Government line,State Propaganda,,
WSM,Samoa,WSM006,Radio Samoa (private),radiosamoa.co.nz (NZ-based),Radio-Legacy,Private/Diaspora,Diaspora Focus,Mixed,Samoan Diaspora (NZ),sm,1993,2024-10-15,Pacific Media Watch,NZ-based station serving Samoan diaspora,Diaspora-Focused,"Samoan Cultural, Christian",Variable,Pro-Samoan Diaspora,Diaspora Media,,
WSM,Samoa,WSM007,Talamua Online,talamua.com,Digital-Native,Private/Independent,Business Focus,Generally Reliable,"Business, Professional","en, sm",2013,2024-10-15,Pacific Media Watch,"Business news website, avoids politics",Pro-Business,"Professional, Elite",Apolitical,Pro-Business,Business Focus,,
WSM,Samoa,WSM008,Samoa News (American Samoa),samoanews.com,Newspaper-Legacy,Private/Regional,Regional/Neutral,Generally Reliable,"Regional, American Samoa","en, sm",1970s,2024-10-15,Pacific Media Watch,American Samoa-based but covers independent Samoa,Regional Focus,"Samoan, Regional",Neutral,Pro-US (American Samoa),Regional,,
WSM,Samoa,WSM009,Loop Samoa,loopsamoa.com,Digital-Native,Private/Regional,Youth/Digital Focus,Generally Reliable,"Youth, Digital","en, sm",2015,2024-10-15,Pacific Media Watch,"Part of Loop Pacific network, youth-focused",Youth-Focused,"Digital, Urban",Neutral,Pro-Pacific,Digital-First,,
WSM,Samoa,WSM010,Facebook News Groups,(Various),Social Media Groups,Community-Driven,Variable,Mixed,"Community, Local","sm, en",N/A,2024-10-15,Pacific Media Watch,Facebook groups important for local news sharing,Community-Based,"Local, Informal",Variable,Variable,Community Forum,,
TONGA (TON)- 10 Outlets,,,,,,,,,,,,,,,,,,,,,
country_id,country_name,outlet_id,outlet_name,primary_domain,format,ownership_type,political_alignment,factual_reliability,primary_audience,language_primary,established_year,last_updated,verified_by,notes,tags_economic,tags_sociocultural,tags_governance,tags_foreign,tags_other,,
TON,Tonga,TON001,Tonga Broadcasting Commission (TBC),tbc.to,State Broadcaster,State-Owned,Pro-Government/Pro-Monarchy,Mixed,National Mass Audience,"to, en",1961,2024-10-15,Pacific Media Watch,"Public broadcaster, government-controlled",State-Controlled,"Tongan Cultural, Royalist","Pro-Monarchy, Pro-Government",Pro-China (increasingly),State Media,,
TON,Tonga,TON002,Tonga Daily News,tongadailynews.to,Digital-Native,Private/Independent,Critical/Investigative,Generally Reliable,"Urban, Educated","en, to",2014,2024-10-15,Pacific Media Watch,"Leading independent online news, often critical",Reformist,"Tongan, Democratic","Anti-Corruption, Pro-Democracy",Pro-Western,Investigative,,
TON,Tonga,TON003,Matangi Tonga Online,matangitonga.to,Digital-Native,Private/Independent,Balanced/Professional,High,"National, International","en, to",1996,2024-10-15,Pacific Media Watch,"Longest-running online news, professional standards",Pro-Business,"Tongan, Professional","Balanced, Pro-Reform",Neutral,Professional,,
TON,Tonga,TON004,Tonga News (Facebook/Website),tonganews.to,Digital-Native,Private/Independent,Opposition-Leaning,Mixed,"Youth, Digital","en, to",2010s,2024-10-15,Pacific Media Watch,"Popular digital news site, critical of establishment",Reformist,"Youth-Focused, Digital",Critical of Government,Neutral,Digital-First,,
TON,Tonga,TON005,Kalonikali (Tonga Chronicle),(Print only - defunct?),Newspaper-Legacy,State-Owned (Historically),Pro-Government,Low,"Government, Older Readers","to, en",1964-2019,2024-10-15,Pacific Media Watch,"Former government newspaper, print ended 2019",State-Controlled,"Tongan, Traditional",Pro-Monarchy,Pro-Government,(Defunct),,
TON,Tonga,TON006,Radio Tonga 1 (TBC),(Part of TBC),Radio-Legacy,State-Owned,Pro-Government/Pro-Monarchy,Mixed,National Mass Audience,to,1961,2024-10-15,Pacific Media Watch,Main state radio station,State-Controlled,Tongan Cultural,Pro-Monarchy,Pro-Government line,State Propaganda,,
TON,Tonga,TON007,FM87 (private radio),(Broadcast only),Radio-Legacy,Private/Commercial,Apolitical/Entertainment,Mixed,"Youth, Urban","to, en",1990s,2024-10-15,Pacific Media Watch,"Private commercial radio, music focus",Commercial,"Youth, Entertainment",Apolitical,Neutral,Entertainment Focus,,
TON,Tonga,TON008,Talaki (Facebook news),(Facebook page),Social Media,Independent/Activist,Critical/Activist,Mixed,"Activists, Youth","to, en",2010s,2024-10-15,Pacific Media Watch,Facebook-based activist news/criticism,Activist,"Critical, Reformist",Anti-Establishment,Variable,Activist Media,,
TON,Tonga,TON009,Tonga Now,tonganow.to,Digital-Native,Private/Independent,Business/Community Focus,Generally Reliable,"Business, Community","en, to",2010s,2024-10-15,Pacific Media Watch,"Business and community news, avoids politics",Pro-Business,Community-Focused,Apolitical,Pro-Business,Business Focus,,
TON,Tonga,TON010,TV Tonga (TBC TV),(Part of TBC),TV-Legacy,State-Owned,Pro-Government/Pro-Monarchy,Low,National Mass Audience,"to, en",2000s,2024-10-15,Pacific Media Watch,"State television, limited programming",State-Controlled,"Tongan, Royalist",Pro-Monarchy,Pro-Government,State Media,,
TUVALU (TUV) - 10 Outlets,,,,,,,,,,,,,,,,,,,,,
country_id,country_name,outlet_id,outlet_name,primary_domain,format,ownership_type,political_alignment,factual_reliability,primary_audience,language_primary,established_year,last_updated,verified_by,notes,tags_economic,tags_sociocultural,tags_governance,tags_foreign,tags_other,,
TUV,Tuvalu,TUV001,Radio Tuvalu,(Broadcast only),Radio-Legacy,State-Owned,Pro-Government,Mixed,National Mass Audience,"tvl, en",1975,2024-10-15,Pacific Media Watch,"Only radio station, government-controlled",State-Controlled,Tuvaluan Cultural,Pro-Government,Pro-Taiwan (historically),State Media,,
TUV,Tuvalu,TUV002,Tuvalu News,(Facebook/social media),Social Media/Digital,Community-Driven,Variable/Critical,Mixed,"Youth, Diaspora","tvl, en",2010s,2024-10-15,Pacific Media Watch,"Facebook-based news sharing, community discussions",Community-Based,"Tuvaluan, Diaspora",Variable,Variable,Community Forum,,
TUV,Tuvalu,TUV003,Fenui News (formerly),(Defunct),Newspaper-Legacy,State-Owned (was),Pro-Government,Low,"Government, Limited","tvl, en",1980s-2000s,2024-10-15,Pacific Media Watch,"Former government newspaper, no longer published",State-Controlled,Tuvaluan,Pro-Government,Pro-Government,(Defunct),,
TUV,Tuvalu,TUV004,Government of Tuvalu Website,gov.tv,Government Website,State-Owned,Official Government,Factual (Official),"International, Government","en, tvl",2000s,2024-10-15,Note,Official government information source,State-Controlled,Official,Pro-Government,Pro-Taiwan/Pro-Climate,Official Source,,
TUV,Tuvalu,TUV005,ABC Pacific (Tuvalu coverage),abc.net.au/pacific,Foreign Broadcaster,Foreign Public Broadcaster,Neutral/Regional,High,"English-Speaking, Regional",en,1939,2024-10-15,Pacific Media Watch,"ABC's Pacific service, important independent source",Neutral,"Regional, Professional",Pro-Democracy,Pro-Western,Foreign Service,,
TUV,Tuvalu,TUV006,RNZ Pacific (Tuvalu coverage),rnz.co.nz/international/pacific,Foreign Broadcaster,Foreign Public Broadcaster,Neutral/Regional,High,"English-Speaking, Regional",en,1940s,2024-10-15,Pacific Media Watch,"Radio NZ Pacific service, quality reporting",Neutral,"Regional, Professional",Pro-Democracy,Pro-Western,Foreign Service,,
TUV,Tuvalu,TUV007,PACNEWS (Pacific News Service),pacificnews.org,Regional Wire Service,Regional/Intergovernmental,Neutral/Regional,High,"Media, Government",en,1990s,2024-10-15,Pacific Media Watch,Pacific Islands News Association service,Neutral,"Regional, Professional",Neutral,Pro-Pacific Unity,Wire Service,,
TUV,Tuvalu,TUV008,Climate Home News (Tuvalu coverage),climatechangenews.com,Specialized Digital,NGO/Independent,Environmental Focus,High,"International, Climate Community",en,2011,2024-10-15,Note,"Climate change news, covers Tuvalu extensively",Environmental Focus,Climate Justice Focus,Environmental Advocacy,Global Climate Focus,Specialized,,
TUV,Tuvalu,TUV009,Loop Tuvalu,(Part of Loop Pacific),Regional Digital,Regional/Private,Regional Coverage,Generally Reliable,"Regional, Youth",en,2010s,2024-10-15,Pacific Media Watch,"Part of Loop Pacific network, occasional Tuvalu coverage",Regional Focus,"Youth-Focused, Digital",Neutral,Pro-Pacific,Regional Digital,,
TUV,Tuvalu,TUV010,Facebook/Twitter: Tuvalu Climate,(Social media),Social Media/Activist,Activist/Environmental,Climate Advocacy,Mixed,International Activists,en,N/A,2024-10-15,Note,Social media accounts focused on Tuvalu climate issues,Activist,"Climate Justice, Environmental",Environmental Advocacy,Global Focus,Activist Media,,
SOLOMON ISLANDS (SLB) - 10 Outlets,,,,,,,,,,,,,,,,,,,,,
country_id,country_name,outlet_id,outlet_name,primary_domain,format,ownership_type,political_alignment,factual_reliability,primary_audience,language_primary,established_year,last_updated,verified_by,notes,tags_economic,tags_sociocultural,tags_governance,tags_foreign,tags_other,,
SLB,Solomon Islands,SLB001,Solomon Star News,solomonstarnews.com,Newspaper-Legacy,Private/Independent,Politically Variable,Generally Reliable,"Urban, National","en, pidgin",1982,2024-10-15,Pacific Media Watch,"Largest daily newspaper, generally balanced",Pro-Business,"Melanesian, National","Investigative, Critical",Pro-Western (traditionally),Broadsheet,,
SLB,Solomon Islands,SLB002,Solomon Islands Broadcasting Corporation (SIBC),sibconline.com.sb,State Broadcaster,State-Owned,Pro-Government,Mixed,National Mass Audience,"en, pidgin",1976,2024-10-15,Pacific Media Watch,"Public broadcaster, government mouthpiece",State-Controlled,"Melanesian, National",Pro-Government,Pro-China (since 2019),State Media,,
